ID,SyntacticCategory,GroupName,RulesName,Status,Comment,CommentFonts,InputStructures,OutputStructures,TriggerWord,NameFonts,SourceLanguage,References,SSDS,UserDefinedInsertions,IgnorePhrasalEmbedding,IgnoreClausalEmbedding,IncludePreviousVerse,ContinueExecution,GrammarTopics
4380,1,Complex Object Attribute Insertion Rules,"  COMBINE  ""pregnant"" have/get a baby inside X's womb/body",1,  Luke 21:23  -*-  Luke 21:23  -*-  Luke 21:23  -*-,"14,14-*-14,14-*-14,14-*-","{~|c-(~|n-,A,(Awoman)~|N-)~|(~|v-Bhave,Chave~|V-)~|(~|n-,S,Ababy~|N-)~|(~|n-,N,Ainside~|P-Awomb,Abody~|N-(~|n-,N,A-Body Part~|P-(Awoman)~|N-)~|)~|}~|-*-{~|c-(~|n-,A,(Awoman)~|N-)~|(~|v-Bget,Cget~|V-)~|(~|n-,PS,,,,,,,,,,,,Ababy~|N-)~|(~|n-,N,Ainside~|P-Awomb,Abody~|N-(~|n-,N,A-Body Part~|P-(Awoman)~|N-)~|)~|}~|-*-{~|c-(~|n-,A,Awoman~|N-[~|c-(~|n-,A,Awoman~|N-)~|(~|v-.~|V-)~|(~|n-,S,Ababy~|N-)~|(~|n-,N,Ainside~|P-Awomb,Abody~|N-(~|n-,N,A-Body Part~|P-Awoman~|N-)~|)~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0(Awoman)~|N-^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0Bhave,Chave~|V-^~|Delete~|0Dbe~|V-P,U,I,N,A,N,^5|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|j-S,P,,,,,,^~|-1~|1Apregnant~|A-N,^~|Insert~|1)~|^~|-1~|1(~|n-,S,^~|Delete~|0Ababy~|N-^~|Delete~|0)~|^~|Delete~|0(~|n-,N,^~|Delete~|0Ainside~|P-^~|Delete~|0Awomb,Abody~|N-^~|Delete~|0(~|n-,N,^~|Delete~|0A-Body Part~|P-^~|Delete~|0(Awoman)~|N-^~|Delete~|0)~|^~|Delete~|0)~|^~|Delete~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-,A,^~|-1~|0(Awoman)~|N-^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0Abecome~|V-P,U,I,N,A,N,^5|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1Bget,Cget~|V-^~|Delete~|0)~|^~|-1~|0(~|j-S,P,,,,,,^~|-1~|1Apregnant~|A-N,^~|Insert~|1)~|^~|-1~|1(~|n-,PS,,,,,,,,,,,,^~|Delete~|0Ababy~|N-^~|Delete~|0)~|^~|Delete~|0(~|n-,N,^~|Delete~|0Ainside~|P-^~|Delete~|0Awomb,Abody~|N-^~|Delete~|0(~|n-,N,^~|Delete~|0A-Body Part~|P-^~|Delete~|0(Awoman)~|N-^~|Delete~|0)~|^~|Delete~|0)~|^~|Delete~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-,A,^~|-1~|0(~|j-S,A,^~|-1~|1Apregnant~|A-N,^~|Insert~|1)~|^~|-1~|1Awoman~|N-^~|~|0[~|c-^~|Delete~|0(~|n-,A,^~|Delete~|0Awoman~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0.~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,S,^~|Delete~|0Ababy~|N-^~|Delete~|0)~|^~|Delete~|0(~|n-,N,^~|Delete~|0Ainside~|P-^~|Delete~|0Awomb,Abody~|N-^~|Delete~|0(~|n-,N,^~|Delete~|0A-Body Part~|P-^~|Delete~|0Awoman~|N-^~|Delete~|0)~|^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,1001-*-1001-*-00000-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3Apregnant
4152,1,Complex Object Insertion Rules - Group 1,"  ""covenant"" a special agreement",1,  Bible Stories 54:7  -*-,"22,22-*-","{~|c-(~|n-,,,,,,,,,,,,,(~|j-Aspecial~|A-)~|Aagreement~|N-)~|}~|-*-","{~|c-^~|-1~|0(~|n-,,,,,,,,,,,,,^~|-1~|0(~|j-^~|Delete~|0Aspecial~|A-^~|Delete~|0)~|^~|Delete~|0Acovenant~|N-S,D,A,n,K,3,N,^5|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1Aagreement~|N-^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Aagreement,",,2,,0-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Acovenant
4153,1,Complex Object Insertion Rules - Group 1,"  ""criminal"" a person who breaks a law -> criminal",1,  Luke 23:32  -*-,"14,14-*-","{~|c-(~|n-,,,,,,,,,,,,,(Aman)~|N-[~|c-(~|n-,A,(Aman)~|N-)~|(~|v-Cbreak~|V-)~|(~|n-,P,Alaw~|N-)~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-,,,,,,,,,,,,,^~|-1~|0Acriminal~|N-S,D,A,n,K,3,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1(Aman)~|N-^~|Delete~|0[~|c-^~|Delete~|0(~|n-,A,^~|Delete~|0(Aman)~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Cbreak~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,^~|Delete~|0Alaw~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,"|4,42,22,37^4,42,23,32^",110-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Acriminal
4157,2,Complex Object Insertion Rules - Group 1,"  ""disciple"" a person that routinely follows_example of X",1,  -*-  -*-  Mark 2:14  -*-,"-*--*-13,13-*-","{~|c-(~|n-,,,,,,,,,,,,,Aperson~|N-[~|c-(~|n-,A,Aperson~|N-)~|(~|v-Bfollow~|V-,R,,,,,,,,,,,,,,,,)~|(~|n-,P,(AJesus)~|N-)~|]~|)~|}~|-*-{~|c-(~|n-,,,,,,,,,,,,,Aman~|N-[~|c-(~|n-,A,Aman~|N-)~|(~|v-Bfollow~|V-,R,,,,,,,,,,,,,,,,)~|(~|n-,P,(AJesus)~|N-)~|]~|)~|}~|-*-{~|c-,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,~|N-)~|(~|v-Bfollow~|V-,R,,,,,,,,,,,,,,,,)~|(~|n-,P,.~|N-)~|}~|-*-","{~|c-^~|-1~|0(~|n-,,,,,,,,,,,,,^~|-1~|0Adisciple~|N-S,D,A,n,K,3,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1(~|n-S,N,N,N,N,,,,,,N,.,N,^~|-1~|1A-Generic Genitive~|P-^~|Insert~|1Copy11~|N-^~|-1~|1)~|^~|-1~|1Aperson~|N-^~|Delete~|0[~|c-^~|Delete~|0(~|n-,A,^~|Delete~|0Aperson~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Bfollow~|V-,R,,,,,,,,,,,,,,,,^~|Delete~|0)~|^~|Delete~|0(~|n-,P,^~|Delete~|0(AJesus)~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-,,,,,,,,,,,,,^~|-1~|0Aman~|N-^~|~|0[~|c-^~|-1~|0(~|n-,A,^~|-1~|0Aman~|N-^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0Lbe~|V-P,U,I,N,A,N,^8|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1Bfollow~|V-,R,,,,,,,,,,,,,,,,^~|Delete~|0)~|^~|-1~|0(~|n-S,S,N,N,N,,,,,,.,.,.,^~|-1~|1Adisciple~|N-S,D,A,n,K,3,N,^5|Number,~|Insert~|1(~|n-,N,,,,,,,,,,,,^~|-1~|0A-Generic Genitive~|P-^~|Insert~|1(AJesus)~|N-^~|~|0)~|^~|-1~|0)~|^~|-1~|1]~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0(~|n-,A,^~|-1~|0~|N-^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0Cbecome~|V-P,U,I,N,A,N,^~|Insert~|1Bfollow~|V-,R,,,,,,,,,,,,,,,,^~|Delete~|0)~|^~|-1~|0(~|n-,S,,,,,,,,,,,,^~|-1~|0Adisciple~|N-S,D,A,n,K,3,N,N,^~|Insert~|1(~|n-S,N,N,N,N,^~|-1~|1A-Generic Genitive~|P-^~|Insert~|1.~|N-^~|-1~|0)~|^~|-1~|1)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,000-*-000-*-00-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Adisciple
4158,2,Complex Object Insertion Rules - Group 1,"  ""diviner"" a person that explains the future",1,  Daniel 4:7  -*-,"14,14-*-","{~|c-(~|n-,,,,,,,,,,,,,Aman,Aperson~|N-[~|c-(~|n-,A,Aman,Aperson~|N-)~|(~|v-Aexplain~|V-,,,,,,,,,,,,,,,,,)~|(~|n-,P,Afuture~|N-)~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-,,,,,,,,,,,,,^~|-1~|0Adiviner~|N-S,D,A,n,K,3,N,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1Aman,Aperson~|N-^~|Delete~|0[~|c-^~|Delete~|0(~|n-,A,^~|Delete~|0Aman,Aperson~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Aexplain~|V-,,,,,,,,,,,,,,,,,^~|Delete~|0)~|^~|Delete~|0(~|n-,P,^~|Delete~|0Afuture~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,000-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Adiviner
4159,3,Complex Object Insertion Rules - Group 1,"  ""elder"" old leader",1,  Mark 11:27  -*-,"14,14-*-","{~|c-(~|n-,,,,,,,,,,,,,(~|j-Aold~|A-)~|Aleader~|N-)~|}~|-*-","{~|c-^~|-1~|0(~|n-,,,,,,,,,,,,,^~|-1~|0Aelder~|N-S,D,A,n,K,3,N,N,^5|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1(~|j-^~|Delete~|0Aold~|A-^~|Delete~|0)~|^~|Delete~|0Aleader~|N-^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Aold,",,2,,0-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Aelder
4317,1,Complex Object Insertion Rules - Group 2,"  ""sulfur"" stone that is burning",1,  Luke 17:29  -*-,"14,14-*-","{~|c-(~|n-,,,,,,,,,,,,,Astone~|N-[~|c-(~|n-,A,Astone~|N-)~|(~|v-Bburn~|V-)~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-,,,,,,,,,,,,,^~|-1~|0Asulfur~|N-S,D,A,n,K,3,N,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1Astone~|N-^~|Delete~|0[~|c-^~|Delete~|0(~|n-,A,^~|Delete~|0Astone~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Bburn~|V-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Astone,",,2,"|4,10,22,9^4,42,17,29^",00-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Asulfur
4318,2,Complex Object Attribute Insertion Rules,"  ""naked"" X is not wearing clothes -> X be naked",1,"  Genesis 9:21  Sometimes 'not wearing clothes' is tagged as a Backgrounded Action, but we don't want 'being naked,' so this rule changes the Salience Band to Not Applicable.-*-","16,16-*-","{~|c-(~|n-,A,)~|(~|v-Awear~|V-,,,,N,,,,,,,,,,,,,)~|(~|n-,P,Aclothes~|N-)~|}~|-*-","{~|c-,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Dbe~|V-P,U,I,N,A,N,^4|Time,Aspect,Mood,Target Tense & Form,Target Aspect,Target Mood,~|Insert~|1Awear~|V-,,,,N,,,,,,,,,,,,,^~|Delete~|0)~|^~|-1~|0(~|j-S,P,,,,,,^~|-1~|1Anaked~|A-N,^~|Insert~|1)~|^~|-1~|1(~|n-,P,^~|Delete~|0Aclothes~|N-^~|Delete~|0)~|^~|Delete~|0}~|^~|-1~|0-*-","Awear,",,2,"4,42,8,27^|4,1,2,25^4,1,3,7^4,1,3,10^4,1,3,11^4,1,9,21^4,1,9,22^4,1,9,23^4,1,9,24^",0-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3Anaked
4320,1,Complex Object Insertion Rules - Group 2,"  ""synagogue"" Jewish church -> synagogue",1,  Luke 12:11  -*-,"14,14-*-",{~|c-(~|n-(~|j-AJewish~|A-)~|Bchurch~|N-)~|}~|-*-,"{~|c-^~|-1~|0(~|n-^~|-1~|0(~|j-^~|Delete~|0AJewish~|A-^~|Delete~|0)~|^~|Delete~|0Asynagogue~|N-S,D,A,n,K,3,N,^5|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1Bchurch~|N-^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,"|4,42,12,11^4,42,13,10^4,42,13,14^4,42,20,46^4,42,21,12^",0-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Asynagogue
4111,2,Complex Event Insertion Rules,"  ""to anoint"" X pours oil on Y's head",1,  Mark 14:1 A woman anoints Jesus.-*-  1 Samuel 15:1  I anointed you.-*-,"13,34-*-17,17-*-","{~|c-(~|v-Apour~|V-)~|(~|n-,P,,,,,,,,,,,,Aoil,Aperfume~|N-)~|(~|n-,d,,,,,,,,,,,,Bon~|P-.~|N-)~|}~|-*-{~|c-(~|v-Apour~|V-)~|(~|n-,P,,,,,,,,,,,,Aoil,Aperfume~|N-)~|(~|n-,d,,,,,,,,,,,,Bon~|P-Ahead~|N-(~|n-A-Body Part~|P-.~|N-)~|)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Aanoint~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1Apour~|V-^~|Delete~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0Aoil,Aperfume~|N-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0Bon~|P-^~|Delete~|0.~|N-^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0Aanoint~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1Apour~|V-^~|Delete~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0Aoil,Aperfume~|N-^~|Delete~|0)~|^~|Delete~|0(~|n-,d,,,,,,,,,,,,^~|Delete~|0Bon~|P-^~|Delete~|0Ahead~|N-^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0A-Body Part~|P-^~|Delete~|0.~|N-^~|-1~|0)~|^~|-1~|0)~|^~|Delete~|0}~|^~|-1~|0-*-",,,2,"|4,9,15,1^4,9,16,3^4,9,16,12^4,9,16,13^4,10,5,3^",00-*-000-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2Aanoint
4160,1,Complex Object Insertion Rules - Group 1,"  ""ephod"" special clothes that priests wear",1,  1 Samuel 23:9  -*-,"17,17-*-","{~|c-(~|n-,,,,,,,,,,,,,(~|j-Aspecial~|A-)~|Aclothes~|N-[~|c-(~|n-,A,Apriest~|N-)~|(~|v-Awear~|V-)~|(~|n-,P,Aclothes~|N-)~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-,,,,,,,,,,,,,^~|-1~|0Aephod~|N-S,D,A,n,K,3,N,N,^~|Insert~|1(~|j-^~|Delete~|0Aspecial~|A-^~|Delete~|0)~|^~|Delete~|0Aclothes~|N-^~|Delete~|0[~|c-^~|Delete~|0(~|n-,A,^~|Delete~|0Apriest~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Awear~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,^~|Delete~|0Aclothes~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Aclothes,",,2,,000-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Aephod
4161,2,Complex Object Insertion Rules - Group 1,"  ""eunuch"" a man that does not have testicles -> eunuch",1,"  Esther 7:9  A eunuch named Harbona said to the king, ""...""-*-","15,60-*-","{~|c-(~|n-Aman~|N-[~|c-T,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,Aman~|N-)~|(~|v-Chave~|V-,,,,N,,,,,,,,,,,,,)~|(~|n-,S,,,,,,,,,,,,Atesticle~|N-)~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0Aeunuch~|N-S,D,A,n,K,3,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1Aman~|N-^~|Delete~|0[~|c-T,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0Aman~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Chave~|V-,,,,N,,,,,,,,,,,,,^~|Delete~|0)~|^~|Delete~|0(~|n-,S,,,,,,,,,,,,^~|Delete~|0Atesticle~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Chave,",,2,"|4,17,1,10^4,17,1,11^4,17,2,3^4,17,2,14^4,17,4,5^",000-*-,,No,No,0,0000000000000000000000000,1Aeunuch
4162,1,Complex Object Insertion Rules - Group 1,"  ""ewe"" a female sheep",1,  Genesis 32:14 ... 200 ewes-*-,-*-,{~|c-(~|n-(~|j-Afemale~|A-)~|Asheep~|N-)~|}~|-*-,"{~|c-^~|-1~|0(~|n-^~|-1~|0(~|j-^~|Delete~|0Afemale~|A-^~|Delete~|0)~|^~|Delete~|0Asheep~|N-^~|Delete~|0Aewe~|N-S,D,A,n,K,3,N,^5|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,"|4,1,30,39^4,1,32,14^",0-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Aewe
