ID,Reference,Verse,Notes,NoteFonts,Residue
15,Acts 1:15,After a few days all of the Christians met. They came to this meeting. Then Peter stood up.~!~(NP after (AdjP few ) some[Pre-Nominal] days ) (NP (AdjP all of ) the[Pre-Nominal] Christian+s[Plural] ) (VP met ) . (NP they ) (VP came ) (NP to this[Pre-Nominal] meeting ) . then (NP Peter ) (VP stood up[Adposition_in_VP] ) . ,,,
16,Acts 1:16,"And Peter said, “Brothers and sisters, the Holy Spirit said in the scriptures through David that these things have to happen. The Holy Spirit was talking about Judas, who was an apostle.~!~and (NP Peter ) (VP said ) [ ,_“ (NP brother+s[Plural] ) (NP and sister+s[Plural] , , ) (NP the[Pre-Nominal] Holy_Spirit ) (VP said ) (NP in the[Pre-Nominal] scripture+s[Plural] ) (NP through David ) [ that[Complementizer] (NP these[Pre-Nominal] thing+s[Plural] ) (VP have_to[Pre-Verbal] happen ) ] ] . (NP the[Pre-Nominal] Holy_Spirit ) (VP was[Pre-Verbal] talk+ing[Participle] ) (NP about Judas [ , (NP who ) (NP (NP ) ) (VP was ) (NP an[Pre-Nominal] apostle ) , ] ) . ",,,
18,Acts 1:18,(Money was paid to Judas to do these things. Then Judas bought a field. But he fell down in that field. And Judas' body burst. Then Judas' intestines came out from his body.,,,
19,Acts 1:19,And all of the people who lived in Jerusalem heard that Judas died. So they named that field Akeldama. Akeldama means ‘field of blood’.),,,
20,Acts 1:20,"Then Peter said, “The Holy Spirit wrote about these things to the book named Psalms. The Holy Spirit wrote, “People shouldn't go near that man's land. And people shouldn't live on that land.” The Holy Spirit also wrote, “Allow another man to do that man's work.” Footnote: The Holy Spirit wrote these things in Psalms 69:25 and in Psalms 109:8.~!~then (NP Peter ) (VP said ) [ ,_“ (NP the[Pre-Nominal] Holy_Spirit ) (VP wrote ) (NP about these[Pre-Nominal] thing+s[Plural] ) (NP to the[Pre-Nominal] book (NP named Psalms ) ) ] . (NP the[Pre-Nominal] Holy_Spirit ) (VP wrote ) [ ,_“ (NP people ) (VP shouldn`t[Pre-Verbal] go ) (NP near (NP _ that[Pre-Nominal] man+`s[Saxon_Genitive] ) land ) ] . and (NP people ) (VP shouldn`t[Pre-Verbal] live ) (NP on that[Pre-Nominal] land ) . ” (NP the[Pre-Nominal] Holy_Spirit ) (VP (AdvP also ) wrote ) [ ,_“ (NP ) (VP allow ) (NP (AdjP another ) man ) [ (NP ) (VP to[Pre-Verbal] do ) (NP (NP _ that[Pre-Nominal] man+`s[Saxon_Genitive] ) work ) ] ” ] . Footnote:[Proposition_Label] (NP the[Pre-Nominal] Holy_Spirit ) (VP wrote ) (NP these[Pre-Nominal] thing+s[Plural] ) (NP in Psalms (AdjP 69 : (AdjP 25 ) ) ) (NP and in Psalms (AdjP 109 : (AdjP 8 ) ) ) . ",,,
21,Acts 1:21,So another man has to join us now. And he has to tell people that Jesus was raised from the dead. That man has to be one of the men who were with us while Jesus was with us.,,,
22,Acts 1:22,At that time that man was with us until the day when Jesus was carried from us to heaven.” At that time that John baptized people~!~at_that_time (NP that[Pre-Nominal] man ) (VP was ) (NP with us ) (NP until the[Pre-Nominal] day [ when[Relativizer] (NP Jesus ) (VP was[Pre-Verbal] carr+ied[Past_Tense] ) (NP from us ) (NP to heaven ) (NP ) ] ) . ” [ at_that_time that[Relativizer] (NP John ) (VP baptiz+ed[Past_Tense] ) (NP people ) ] ,,,
24,Acts 1:24,"Then the apostles prayed. One of them said, “Lord, you know all of people's thoughts. Show us the man that you'll choose. Then that man will do this work.~!~then (NP the[Pre-Nominal] apostle+s[Plural] ) (VP pray+ed[Past_Tense] ) . (NP (AdjP one of ) they ) (VP said ) [ ,_“ (NP Lord , ) (NP you ) (VP know ) (NP (NP _ (AdjP all of ) people+`s[Saxon_Genitive] ) thought+s[Plural] ) ] . (NP ) (VP show ) (NP us ) (NP the[Pre-Nominal] man [ that[Relativizer] (NP you ) (VP will[Pre-Verbal] choose ) (NP ) ] ) . then (NP that[Pre-Nominal] man ) (VP will[Pre-Verbal] do ) (NP this[Pre-Nominal] work ) . ",,,
25,Acts 1:25,"Judas stopped doing this work and went to the place where you send him. Lord, show us the man who should become an apostle.”~!~(NP Judas ) (VP stopped[Pre-Verbal] do+ing[Participle] ) (NP this[Pre-Nominal] work ) [ and (NP ) (VP went ) (NP to the[Pre-Nominal] place [ where[Relativizer] (NP you ) (VP send ) (NP him ) (NP ) ] ) ] . (NP Lord , ) (NP ) (VP show ) (NP us ) (NP the[Pre-Nominal] man [ who[Relativizer] (NP ) (VP should[Pre-Verbal] become ) (NP an[Pre-Nominal] apostle ) ] ) . ” ",,,
26,Acts 1:26,Then the apostles used lots to choose one of these two men. The lots showed the apostles that the Lord chose Matthias. So Matthias became an apostle. Then Matthias started working with the 11 other apostles.,,,
27,Acts 2:1,"The book named Acts. When Luke started writing this book, he wrote about Jesus, who became alive again. And Luke told us that God caused Jesus to become very important. Jesus is the king of the earth. Jesus promised his disciples that he would send the Holy Spirit.The book named the Acts. When Luke started writing this book, he wrote about Jesus, who became alive again. And Luke told us that God caused Jesus to become very important. Jesus is the king of the earth. Jesus promised his disciples that he would send the Holy Spirit.~!~(NP the[Pre-Nominal] book (NP named the[Pre-Nominal] Acts ) ) . [ when (NP Luke ) (VP started[Pre-Verbal] writ+ing[Participle] ) (NP this[Pre-Nominal] book ) , ] (NP he ) (VP wrote ) (NP about Jesus [ , (NP who ) (NP (NP ) ) (VP became ) (AdjP alive ) (AdvP again ) , ] ) . and (NP Luke ) (VP told ) (NP us ) [ that[Complementizer] (NP God ) (VP caus+ed[Past_Tense] ) (NP Jesus ) [ (NP ) (VP to[Pre-Verbal] become ) (AdjP very[Pre-Adjective] important ) ] ] . (NP Jesus ) (VP is ) (NP the[Pre-Nominal] king (NP of the[Pre-Nominal] earth ) ) . (NP Jesus ) (VP promis+ed[Past_Tense] ) (NP (NP _ his ) disciple+s[Plural] ) [ that[Complementizer] (NP he ) (VP would[Pre-Verbal] send ) (NP the[Pre-Nominal] Holy_Spirit ) ] . ",,,
28,Acts 2:2,Then the Holy Spirit will be with the disciples. He'll give power to Jesus' disciples and lead them to other countries. Then the disciples will tell other people about Jesus' kingdom.~!~then (NP the[Pre-Nominal] Holy_Spirit ) (VP will[Pre-Verbal] be ) (NP with the[Pre-Nominal] disciple+s[Plural] ) . (NP he ) (VP will[Pre-Verbal] give ) (NP power ) (NP to (NP _ Jesus+`[Saxon_Genitive] ) disciple+s[Plural] ) [ and (NP ) (VP lead ) (NP them ) (NP to (AdjP other ) countri+es[Plural] ) ] . then (NP the[Pre-Nominal] disciple+s[Plural] ) (VP will[Pre-Verbal] tell ) (NP (AdjP other ) people ) (NP about (NP _ Jesus+`[Saxon_Genitive] ) kingdom ) . Then the Holy Spirit will be with the disciples. He'll give power to Jesus' disciples and lead them to other countries. Then the disciples will tell other people about Jesus' kingdom.~!~then (NP the[Pre-Nominal] Holy_Spirit ) (VP will[Pre-Verbal] be ) (NP with the[Pre-Nominal] disciple+s[Plural] ) . (NP he ) (VP will[Pre-Verbal] give ) (NP power ) (NP to (NP _ Jesus+`[Saxon_Genitive] ) disciple+s[Plural] ) [ and (NP ) (VP lead ) (NP them ) (NP to (AdjP other ) countri+es[Plural] ) ] . then (NP the[Pre-Nominal] disciple+s[Plural] ) (VP will[Pre-Verbal] tell ) (NP (AdjP other ) people ) (NP about (NP _ Jesus+`[Saxon_Genitive] ) kingdom ) . ,,,
30,Acts 2:4,"But the leaders of Jerusalem didn't agree with Jesus' disciples. So they ordered people to start killing the Christians. But when the leaders started killing Christians, the Spirit caused the Jews who were living in Jerusalem to leave it. Then Gentiles started believing in Jesus.~!~but (NP the[Pre-Nominal] leader+s[Plural] (NP of Jerusalem ) ) (VP didn`t[Pre-Verbal] agree ) (NP with (NP _ Jesus+`[Saxon_Genitive] ) disciple+s[Plural] ) . so (NP they ) (VP ordered ) (NP people ) [ (NP ) (VP to_start[Pre-Verbal] kill+ing[Participle] ) (NP the[Pre-Nominal] Christian+s[Plural] ) ] . but [ when (NP the[Pre-Nominal] leader+s[Plural] ) (VP started[Pre-Verbal] kill+ing[Participle] ) (NP Christian+s[Plural] ) , ] (NP the[Pre-Nominal] Spirit ) (VP caus+ed[Past_Tense] ) (NP the[Pre-Nominal] Jew+s[Plural] [ who[Relativizer] (NP ) (VP were[Pre-Verbal] liv+ing[Participle] ) (NP in Jerusalem ) ] ) [ (NP ) (VP to[Pre-Verbal] leave ) (NP it ) ] . then (NP Gentile+s[Plural] ) (VP started[Pre-Verbal] believ+ing[Participle] ) (NP in Jesus ) . But the leaders of Jerusalem didn't agree with Jesus' disciples. So they ordered people to start killing the Christians. But when the leaders started killing Christians, the Spirit caused the Jews who were living in Jerusalem to leave it. Then people who were not Jews started believing in Jesus.~!~but (NP the[Pre-Nominal] leader+s[Plural] (NP of Jerusalem ) ) (VP didn`t[Pre-Verbal] agree ) (NP with (NP _ Jesus+`[Saxon_Genitive] ) disciple+s[Plural] ) . so (NP they ) (VP ordered ) (NP people ) [ (NP ) (VP to_start[Pre-Verbal] kill+ing[Participle] ) (NP the[Pre-Nominal] Christian+s[Plural] ) ] . but [ when (NP the[Pre-Nominal] leader+s[Plural] ) (VP started[Pre-Verbal] kill+ing[Participle] ) (NP Christian+s[Plural] ) , ] (NP the[Pre-Nominal] Spirit ) (VP caus+ed[Past_Tense] ) (NP the[Pre-Nominal] Jew+s[Plural] [ who[Relativizer] (NP ) (VP were[Pre-Verbal] liv+ing[Participle] ) (NP in Jerusalem ) ] ) [ (NP ) (VP to[Pre-Verbal] leave ) (NP it ) ] . then (NP people [ who[Relativizer] (NP ) (VP were not[Post-Verbal] ) (NP Jew+s[Plural] ) ] ) (VP started[Pre-Verbal] believ+ing[Participle] ) (NP in Jesus ) . ",,,
31,Acts 2:5,"In the beginning God created the heavens and the earth. Nothing existed on the earth. And darkness was covering the deep water. Then he said, “Let there be light.” Then there was light.~!~(NP in the[Pre-Nominal] beginning ) (NP God ) (VP creat+ed[Past_Tense] ) (NP the[Pre-Nominal] heaven+s[Plural] ) (NP and the[Pre-Nominal] earth ) . (NP no[Pre-Nominal] thing ) (VP exist+ed[Past_Tense] ) (NP on the[Pre-Nominal] earth ) . and (NP darkness ) (VP was[Pre-Verbal] covering ) (NP the[Pre-Nominal] (AdjP deep ) water ) . then (NP he ) (VP said ) [ ,_“ (VP let_there_be[CP-VP] ) (NP light ) (VP ) ” ] . then (NP there[Existential_Expletive] ) (VP (VP was ) ) (NP light ) . God started creating the heavens and the earth. Nothing existed on the earth. And darkness was covering the deep water. Then he said, “Let there be light.” Then there was light.~!~(NP God ) (VP started[Pre-Verbal] creat+ing[Participle] ) (NP the[Pre-Nominal] heaven+s[Plural] ) (NP and the[Pre-Nominal] earth ) . (NP no[Pre-Nominal] thing ) (VP exist+ed[Past_Tense] ) (NP on the[Pre-Nominal] earth ) . and (NP darkness ) (VP was[Pre-Verbal] covering ) (NP the[Pre-Nominal] (AdjP deep ) water ) . then (NP he ) (VP said ) [ ,_“ (VP let_there_be[CP-VP] ) (NP light ) (VP ) ” ] . then (NP there[Existential_Expletive] ) (VP (VP was ) ) (NP light ) . ",,,
33,Acts 2:7,And on the fifth day God made all of the creatures that were in the sea and in the air. And on the sixth day he made all of the creatures that walked on the ground. And then he made us to live in a beautiful garden. But Adam and Eve didn't obey God. They ate the fruit that God told them not to eat.~!~and (NP on the[Pre-Nominal] (AdjP fifth ) day ) (NP God ) (VP made ) (NP (AdjP all of ) the[Pre-Nominal] creature+s[Plural] [ that[Relativizer] (NP ) (VP were ) (NP in the[Pre-Nominal] sea ) (NP and in the[Pre-Nominal] air ) ] ) . and (NP on the[Pre-Nominal] (AdjP sixth ) day ) (NP he ) (VP made ) (NP (AdjP all of ) the[Pre-Nominal] creature+s[Plural] [ that[Relativizer] (NP ) (VP walk+ed[Past_Tense] ) (NP on the[Pre-Nominal] ground ) ] ) . and then (NP he ) (VP made ) (NP us ) [ to (NP ) (VP live ) (NP in a[Pre-Nominal] (AdjP beautiful ) garden ) ] . but (NP Adam ) (NP and Eve ) (VP didn`t[Pre-Verbal] obey ) (NP God ) . (NP they ) (NP ) (VP ate ) (NP the[Pre-Nominal] fruit [ that[Relativizer] (NP God ) (VP told ) (NP them ) [ (NP ) (NP ) (VP not_to[Pre-Verbal] eat ) (NP ) ] ] ) . And on the fifth day God made all of the creatures that were in the sea and in the air. And on the sixth day he made all of the creatures that walked on the ground. And then he made us to live in a beautiful garden. But Adam and Eve didn't obey God. They ate the fruit that God told them not to eat.~!~and (NP on the[Pre-Nominal] (AdjP fifth ) day ) (NP God ) (VP made ) (NP (AdjP all of ) the[Pre-Nominal] creature+s[Plural] [ that[Relativizer] (NP ) (VP were ) (NP in the[Pre-Nominal] sea ) (NP and in the[Pre-Nominal] air ) ] ) . and (NP on the[Pre-Nominal] (AdjP sixth ) day ) (NP he ) (VP made ) (NP (AdjP all of ) the[Pre-Nominal] creature+s[Plural] [ that[Relativizer] (NP ) (VP walk+ed[Past_Tense] ) (NP on the[Pre-Nominal] ground ) ] ) . and then (NP he ) (VP made ) (NP us ) [ to (NP ) (VP live ) (NP in a[Pre-Nominal] (AdjP beautiful ) garden ) ] . but (NP Adam ) (NP and Eve ) (VP didn`t[Pre-Verbal] obey ) (NP God ) . (NP they ) (NP ) (VP ate ) (NP the[Pre-Nominal] fruit [ that[Relativizer] (NP God ) (VP told ) (NP them ) [ (NP ) (NP ) (VP not_to[Pre-Verbal] eat ) (NP ) ] ] ) . ,,,
34,Acts 2:8,"Then Adam and Eve learned about good things and evil things. After Cain killed Abel, God has seen too many evil people. People choose bad things and decide to do evil things. So God caused this flood to happen.~!~then (NP Adam ) (NP and Eve ) (VP learn+ed[Past_Tense] about[Adposition_in_VP] ) (NP (AdjP good ) thing+s[Plural] ) (NP and (AdjP evil ) thing+s[Plural] ) . [ after (NP Cain ) (VP kill+ed[Past_Tense] ) (NP Abel ) , ] (NP God ) (VP has[Pre-Verbal] seen ) (NP (AdjP too[Pre-Adjective] many ) (AdjP evil ) people ) . (NP people ) (VP choose ) (NP (AdjP bad ) thing+s[Plural] ) [ and (NP ) (VP decide ) [ (NP ) (VP to[Pre-Verbal] do ) (NP (AdjP evil ) thing+s[Plural] ) ] ] . so (NP God ) (VP caus+ed[Past_Tense] ) (NP this[Pre-Nominal] flood ) [ (NP ) (VP to[Pre-Verbal] happen ) ] . Then Adam and Eve learned about good things and evil things. After Cain killed Abel, God has seen too many evil people. People choose bad things and decide to do evil things. So God caused this flood to happen.~!~then (NP Adam ) (NP and Eve ) (VP learn+ed[Past_Tense] about[Adposition_in_VP] ) (NP (AdjP good ) thing+s[Plural] ) (NP and (AdjP evil ) thing+s[Plural] ) . [ after (NP Cain ) (VP kill+ed[Past_Tense] ) (NP Abel ) , ] (NP God ) (VP has[Pre-Verbal] seen ) (NP (AdjP too[Pre-Adjective] many ) (AdjP evil ) people ) . (NP people ) (VP choose ) (NP (AdjP bad ) thing+s[Plural] ) [ and (NP ) (VP decide ) [ (NP ) (VP to[Pre-Verbal] do ) (NP (AdjP evil ) thing+s[Plural] ) ] ] . so (NP God ) (VP caus+ed[Past_Tense] ) (NP this[Pre-Nominal] flood ) [ (NP ) (VP to[Pre-Verbal] happen ) ] . ",,,
36,Acts 2:10,,,,
37,Acts 2:11,,,,
38,Acts 2:12,,,,
39,Acts 2:13,,,,
40,Acts 2:14,,,,
41,Acts 2:15,,,,
42,Acts 2:16,,,,
43,Acts 2:17,,,,
44,Acts 2:18,,,,
45,Acts 2:19,,,,
46,Acts 2:20,,,,
47,Acts 2:21,,,,
48,Acts 2:22,,,,
49,Acts 2:23,,,,
50,Acts 2:24,,,,
51,Acts 2:25,,,,
52,Acts 2:26,,,,
53,Acts 2:27,,,,
54,Acts 2:28,,,,
55,Acts 2:29,,,,
56,Acts 2:30,,,,
57,Acts 2:31,,,,
58,Acts 2:32,,,,
59,Acts 2:33,,,,
60,Acts 2:34,,,,
61,Acts 2:35,,,,
62,Acts 2:36,,,,
63,Acts 2:37,,,,
64,Acts 2:38,,,,
65,Acts 2:39,,,,
66,Acts 2:40,,,,
67,Acts 2:41,,,,
68,Acts 2:42,,,,
69,Acts 2:43,,,,
70,Acts 2:44,,,,
71,Acts 2:45,,,,
72,Acts 2:46,,,,
73,Acts 2:47,,,,
74,Acts 3:1,,,,
75,Acts 3:2,,,,
76,Acts 3:3,,,,
77,Acts 3:4,,,,
78,Acts 3:5,,,,
79,Acts 3:6,,,,
80,Acts 3:7,,,,
81,Acts 3:8,,,,
82,Acts 3:9,,,,
83,Acts 3:10,,,,
84,Acts 3:11,,,,
85,Acts 3:12,,,,
86,Acts 3:13,,,,
87,Acts 3:14,,,,
88,Acts 3:15,,,,
89,Acts 3:16,,,,
90,Acts 3:17,,,,
91,Acts 3:18,,,,
92,Acts 3:19,,,,
93,Acts 3:20,,,,
94,Acts 3:21,,,,
95,Acts 3:22,,,,
96,Acts 3:23,,,,
97,Acts 3:24,,,,
98,Acts 3:25,,,,
99,Acts 3:26,,,,
100,Acts 4:1,,,,
101,Acts 4:2,,,,
102,Acts 4:3,,,,
103,Acts 4:4,,,,
104,Acts 4:5,,,,
105,Acts 4:6,,,,
106,Acts 4:7,,,,
107,Acts 4:8,,,,
108,Acts 4:9,,,,
109,Acts 4:10,,,,
110,Acts 4:11,,,,
111,Acts 4:12,,,,
112,Acts 4:13,,,,
113,Acts 4:14,,,,
114,Acts 4:15,,,,
115,Acts 4:16,,,,
116,Acts 4:17,,,,
117,Acts 4:18,,,,
118,Acts 4:19,,,,
119,Acts 4:20,,,,
120,Acts 4:21,,,,
121,Acts 4:22,,,,
122,Acts 4:23,,,,
123,Acts 4:24,,,,
124,Acts 4:25,,,,
125,Acts 4:26,,,,
126,Acts 4:27,,,,
127,Acts 4:28,,,,
128,Acts 4:29,,,,
129,Acts 4:30,,,,
130,Acts 4:31,,,,
131,Acts 4:32,,,,
132,Acts 4:33,,,,
133,Acts 4:34,,,,
134,Acts 4:35,,,,
135,Acts 4:36,,,,
136,Acts 4:37,,,,
137,Acts 5:1,,,,
138,Acts 5:2,,,,
139,Acts 5:3,,,,
140,Acts 5:4,,,,
141,Acts 5:5,,,,
142,Acts 5:6,,,,
143,Acts 5:7,,,,
144,Acts 5:8,,,,
145,Acts 5:9,,,,
146,Acts 5:10,,,,
147,Acts 5:11,,,,
148,Acts 5:12,,,,
149,Acts 5:13,,,,
150,Acts 5:14,,,,
151,Acts 5:15,,,,
152,Acts 5:16,,,,
153,Acts 5:17,,,,
154,Acts 5:18,,,,
155,Acts 5:19,,,,
156,Acts 5:20,,,,
157,Acts 5:21,,,,
158,Acts 5:22,,,,
159,Acts 5:23,,,,
160,Acts 5:24,,,,
161,Acts 5:25,,,,
162,Acts 5:26,,,,
163,Acts 5:27,,,,
164,Acts 5:28,,,,
165,Acts 5:29,,,,
166,Acts 5:30,,,,
167,Acts 5:31,,,,
168,Acts 5:32,,,,
169,Acts 5:33,,,,
170,Acts 5:34,,,,
171,Acts 5:35,,,,
172,Acts 5:36,,,,
173,Acts 5:37,,,,
174,Acts 5:38,,,,
175,Acts 5:39,,,,
176,Acts 5:40,,,,
177,Acts 5:41,,,,
178,Acts 5:42,,,,
179,Acts 6:1,,,,
180,Acts 6:2,,,,
181,Acts 6:3,,,,
182,Acts 6:4,,,,
183,Acts 6:5,,,,
184,Acts 6:6,,,,
185,Acts 6:7,,,,
186,Acts 6:8,,,,
187,Acts 6:9,,,,
188,Acts 6:10,,,,
189,Acts 6:11,,,,
190,Acts 6:12,,,,
191,Acts 6:13,,,,
192,Acts 6:14,,,,
193,Acts 6:15,,,,
194,Acts 7:1,,,,
195,Acts 7:2,,,,
196,Acts 7:3,,,,
197,Acts 7:4,,,,
198,Acts 7:5,,,,
199,Acts 7:6,,,,
200,Acts 7:7,,,,
201,Acts 7:8,,,,
202,Acts 7:9,,,,
203,Acts 7:10,,,,
204,Acts 7:11,,,,
205,Acts 7:12,,,,
206,Acts 7:13,,,,
207,Acts 7:14,,,,
208,Acts 7:15,,,,
209,Acts 7:16,,,,
210,Acts 7:17,,,,
211,Acts 7:18,,,,
212,Acts 7:19,,,,
213,Acts 7:20,,,,
214,Acts 7:21,,,,
215,Acts 7:22,,,,
216,Acts 7:23,,,,
217,Acts 7:24,,,,
218,Acts 7:25,,,,
219,Acts 7:26,,,,
220,Acts 7:27,,,,
221,Acts 7:28,,,,
222,Acts 7:29,,,,
223,Acts 7:30,,,,
224,Acts 7:31,,,,
225,Acts 7:32,,,,
226,Acts 7:33,,,,
227,Acts 7:34,,,,
228,Acts 7:35,,,,
229,Acts 7:36,,,,
230,Acts 7:37,,,,
231,Acts 7:38,,,,
232,Acts 7:39,,,,
233,Acts 7:40,,,,
234,Acts 7:41,,,,
235,Acts 7:42,,,,
236,Acts 7:43,,,,
237,Acts 7:44,,,,
238,Acts 7:45,,,,
239,Acts 7:46,,,,
240,Acts 7:47,,,,
241,Acts 7:48,,,,
242,Acts 7:49,,,,
243,Acts 7:50,,,,
244,Acts 7:51,,,,
245,Acts 7:52,,,,
246,Acts 7:53,,,,
247,Acts 7:54,,,,
248,Acts 7:55,,,,
249,Acts 7:56,,,,
250,Acts 7:57,,,,
251,Acts 7:58,,,,
252,Acts 7:59,,,,
253,Acts 7:60,,,,
254,Acts 8:1,,,,
255,Acts 8:2,,,,
256,Acts 8:3,,,,
257,Acts 8:4,,,,
258,Acts 8:5,,,,
259,Acts 8:6,,,,
260,Acts 8:7,,,,
261,Acts 8:8,,,,
262,Acts 8:9,,,,
263,Acts 8:10,,,,
264,Acts 8:11,,,,
265,Acts 8:12,,,,
266,Acts 8:13,,,,
267,Acts 8:14,,,,
268,Acts 8:15,,,,
269,Acts 8:16,,,,
270,Acts 8:17,,,,
271,Acts 8:18,,,,
272,Acts 8:19,,,,
273,Acts 8:20,,,,
274,Acts 8:21,,,,
275,Acts 8:22,,,,
276,Acts 8:23,,,,
