ID,Roots,Glosses,Occurrences,Comments,LN Base,LN Sense,LN Gloss,LN Definition,LN Note,LN Tag,Categories,Examples,Exhaustive Examples,Level,Expansion Rule,Expansion Rule Status,ParentID,Brief Gloss,Linguists Assistant
377968,pray,,109,,,0,to pray for a specific event (Mary prayed that God would protect her.),,,,A______H_,"4,42,10,2|(NPA|disciple|)|(VP|pray|)|[P|(NPA|God|)|(VP|send|)|(NPP|person|)|]|~The disciples prayed that God will send people.",4|2|8|8|p|A|MosesA|||||||[take-away-C]|4|7|5|31|p|A|DeborahA|||||||[die-A]|4|9|12|17|p|A|SamuelA|||||||[send-A]|4|9|12|19|p|A|SamuelA|||||||[die-A]|4|10|12|16|p|A|DavidA|||||||[save-A]|4|10|15|20|p|A|DavidA|||||||[be-D]|4|10|24|3|p|A|JoabA|||||||[give-A]|4|10|24|3|p|A|JoabA|||||||[see-A]|4|10|24|23|p|A|AraunahA|||||||[be-D]|4|17|4|16|p|A|JewA|||||||[protect-A]|4|40|5|44|p|A|personA||||||personA||4|41|5|34|p|A|JesusA|||||||[have-D]|4|41|5|34|p|A|JesusA|||||||[cause-A]|4|41|10|13|p|A|JesusA|||||||[do-A]|4|41|10|13|p|A|JesusA|||||||[do-A]|4|41|13|18|p|A|followerA|||||||[happen-A]|4|41|14|35|p|A|JesusA|||||||[happen-A]|4|42|10|2|p|A|discipleA|||||||[send-A]|4|42|19|38|p|A|discipleA|||||||[be-E]|4|42|19|38|p|A|discipleA|||||||[honor-A]|4|42|19|38|p|A|discipleA|||||||[be-F]|4|42|21|36|p|A|discipleA|||||||[happen-A]|4|42|21|36|p|A|discipleA|||||||[be-D]|4|42|22|40|p|A|discipleA|||||||[have-A]|4|42|22|46|p|A|discipleA|||||||[help-B]|4|49|1|2|p|A|PaulA|||||||[treat-A]|4|49|1|2|p|A|PaulA|||||||[cause-A]|4|49|1|17|p|A|PaulA|||||||[cause-A]|4|49|1|17|p|A|PaulA|||||||[cause-A]|4|49|1|17|p|A|PaulA|||||||[know-D]|4|49|1|18|p|A|PaulA|||||||[understand-A]|4|49|1|18|p|A|PaulA|||||||[expect-A]|4|49|1|18|p|A|PaulA|||||||[know-B]|4|49|1|18|p|A|PaulA|||||||[know-B]|4|49|1|19|p|A|PaulA|||||||[know-B]|4|49|1|19|p|A|PaulA|||||||[know-B]|4|49|3|16|p|A|PaulA|||||||[cause-A]|4|49|3|16|p|A|PaulA|||||||[cause-A]|4|49|3|17|p|A|PaulA|||||||[live-A]|4|49|3|17|p|A|PaulA|||||||[love-B]|4|49|3|18|p|A|PaulA|||||||[understand-B]|4|49|3|19|p|A|PaulA|||||||[be-D]|4|49|3|19|p|A|PaulA|||||||[be-F]|4|49|3|21|p|A|PaulA|||||||[happen-A]|4|49|6|19|p|A|personA|||||||[help-B]|4|49|6|19|p|A|personA|||||||[be-D]|4|49|6|20|p|A|personA|||||||[be-D]|4|49|6|23|p|A|PaulA|||||||[cause-A]|4|49|6|23|p|A|PaulA|||||||[cause-A]|4|49|6|23|p|A|PaulA|||||||[cause-A]|4|49|6|24|p|A|PaulA|||||||[treat-A]|4|50|1|9|p|A|PaulA|||||||[grow-A]|4|50|1|9|p|A|PaulA|||||||[love-A]|4|51|1|9|p|A|PaulA|||||||[know-C]|4|51|1|9|p|A|PaulA|||||||[be-D]|4|51|1|9|p|A|PaulA|||||||[understand-A]|4|51|1|11|p|A|PaulA|||||||[cause-A]|4|51|1|12|p|A|PaulA|||||||[thank-A]|4|51|4|3|p|A|personA|||||||[cause-A]|4|51|4|3|p|A|personA|||||||[be-D]|4|51|4|4|p|A|personA|||||||[be-D]|4|51|4|12|p|A|EpaphrasA|||||||[love-B]|4|51|4|12|p|A|EpaphrasA|||||||[know-C]|4|51|4|12|p|A|EpaphrasA|||||||[know-C]|4|51|4|12|p|A|EpaphrasA|||||||[do-A]|4|51|4|18|p|A|PaulA|||||||[treat-A]|4|52|1|1|p|A|PaulA|||||||[treat-A]|4|52|1|1|p|A|PaulA|||||||[cause-A]|4|52|3|10|p|A|PaulA|||||||[be-I]|4|52|3|10|p|A|PaulA|||||||[be-D]|4|52|3|11|p|A|PaulA|||||||[lead-A]|4|52|3|12|p|A|PaulA|||||||[cause-A]|4|52|3|12|p|A|PaulA|||||||[cause-A]|4|52|3|12|p|A|PaulA|||||||[love-A]|4|52|3|13|p|A|PaulA|||||||[be-D]|4|52|3|13|p|A|PaulA|||||||[be-D]|4|52|5|23|p|A|PaulA|||||||[cause-A]|4|52|5|23|p|A|PaulA|||||||[accuse-A]|4|52|5|23|p|A|PaulA|||||||[accuse-A]|4|52|5|28|p|A|PaulA|||||||[treat-A]|4|53|1|2|p|A|PaulA|||||||[treat-A]|4|53|1|2|p|A|PaulA|||||||[cause-A]|4|53|1|11|p|A|PaulA|||||||[decide-B]|4|53|1|11|p|A|PaulA|||||||[help-B]|4|53|1|12|p|A|PaulA|||||||[praise-A]|4|53|1|12|p|A|PaulA|||||||[praise-A]|4|53|2|17|p|A|PaulA|||||||[encourage-A]|4|53|2|17|p|A|PaulA|||||||[help-B]|4|53|2|17|p|A|PaulA|||||||[help-B]|4|53|2|17|p|A|PaulA|||||||[help-B]|4|53|3|1|p|A|personA|||||||[listen-A]|4|53|3|1|p|A|personA|||||||[believe-A]|4|53|3|1|p|A|personA|||||||[obey-A]|4|53|3|2|p|A|personA|||||||[protect-A]|4|53|3|5|p|A|PaulA|||||||[show-B]|4|53|3|5|p|A|personA|||||||[help-B]|4|53|3|5|p|A|personA|||||||[help-B]|4|53|3|16|p|A|PaulA|||||||[cause-A]|4|53|3|16|p|A|PaulA|||||||[be-I]|4|53|3|18|p|A|PaulA|||||||[treat-A]|4|56|1|4|p|A|PaulA|||||||[treat-A]|4|56|1|4|p|A|PaulA|||||||[cause-A]|4|56|3|15|p|A|PaulA|||||||[treat-A]|4|57|1|3|p|A|PaulA|||||||[treat-A]|4|57|1|3|p|A|PaulA|||||||[cause-A]|4|57|1|6|p|A|PaulA|||||||[teach-A]|4|57|1|6|p|A|PaulA|||||||[unite-B]|4|57|1|6|p|A|PaulA|||||||[happen-A]|4|57|1|25|p|A|PaulA|||||||[treat-A]|,1,,0,10,,1
377970,pray,,2,,,0,to pray a prayer (Daniel prayed that prayer many times.),,,,AB_______,"4,41,12,40|(NPA|Scribe|)|(VP|pray|)|(NPP|prayer|)|~The Scribes pray long prayers.",4|41|12|40|p|A|personA|prayerA|||||||4|41|14|39|p|A|JesusA|prayerA|||||||,1,,0,,,0
377972,preach,,16,,,0,to preach a message,,,,Ab__e____,"7,2,5,2|(NPA|pastor|)|(VP|preach|)|~The pastor preached.4,42,1,80|(NPA|John|)|(VP|preach|)|(NPd|person|)|~John preached to the people.4,41,3,14|(NPA|Aapostle|)|(VP|preach|)|(NPP|Good-News|)|(NPd|person|)|~The apostles preached the Good News to the people.",4|32|1|2|p|A|JonahA||||personA||||4|32|3|2|p|A|JonahA|messageA|||personA||||4|32|3|4|p|A|JonahA||||personA||||4|40|3|1|p|A|JohnA|messageA|||personA||||4|41|1|7|p|A|JohnA|messageA|||||||4|41|1|14|p|A|JesusA|Good-NewsA|||personA||||4|41|1|14|p|A|JesusA|Good-NewsA|||personA||||4|41|1|38|p|A|JesusA|messageA|||personA||||4|41|1|39|p|A|JesusA|messageA|||personA||||4|41|2|2|p|A|JesusA|messageA|||personA||||4|41|3|14|p|A|leaderA|Good-NewsA|||personA||||4|41|13|10|P|A|followerA|Good-NewsA|||nationA||||4|41|14|9|P|A|personA|Good-NewsA|||personA||||4|41|16|15|p|A|followerA|Good-NewsA|||personA||||4|41|16|20|p|A|followerA|Good-NewsA|||personA||||7|2|5|2|p|A|pastorA||||||||,2,,0,34,,1
377974,preach,,1,,,0,"complex - takes an object complement clause (e.g., John preached that people should repent.)",,,,AB_____H_,"4,41,6,12|(NPA|Jesus|)|(VP|preach|)|(NPP|person|)|[P|(NPA|person|)|(VP|repent|)|]|~Jesus preached to the people that they should repent.",4|41|6|12|p|A|followerA|personA||||||[repent-A]|,2,,0,,,0
377976,prepare,,60,,,0,to ready oneself for something to happen (John prepared to go to class.),,,,A________,"4,8,1,6|(NPA|Naomi|)|(VP|prepare|)|~Naomi prepared (in order to return to Bethlehem).",6|9|1|1|p|A|SaulA||||||||6|9|1|5|p|A|armyA||||||||4|1|32|1|p|A|JacobA||||||||4|2|19|10|p|A|personA||||||||4|2|19|10|p|A|personA||||||||4|2|19|14|p|A|personA||||||||4|2|19|15|p|A|personA||||||||4|2|19|22|p|A|priestA||||||||4|2|19|22|p|N|priestA||||||||4|6|1|2|p|A|JoshuaA||||||||4|6|1|14|p|A|manA||||||||4|6|3|1|p|A|personA||||||||4|6|7|13|p|A|personA||||||||4|6|24|9|p|A|BalakA||||||||4|7|4|13|p|A|SiseraA||||||||4|7|5|18|p|A|personA||||||||4|7|8|1|p|A|GideonA||||||||4|7|9|29|p|A|AbimelekA||||||||4|7|10|17|p|A|AmmoniteA||||||||4|7|10|17|p|A|IsraeliteA||||||||4|7|12|1|p|A|manA||||||||4|7|18|11|p|A|manA||||||||4|7|18|23|p|A|manA||||||||4|7|19|5|p|A|manA||||||||4|7|19|8|p|A|manA||||||||4|7|20|11|p|A|manA||||||||4|7|20|15|p|A|manA||||||||4|7|20|17|p|A|IsraeliteA||||||||4|7|20|22|p|A|soldierA||||||||4|7|20|30|p|A|soldierA||||||||4|7|20|33|p|A|IsraeliteA||||||||4|8|1|6|p|A|NaomiA||||||||4|8|1|6|p|A|daughter-in-lawA||||||||4|9|9|26|p|A|SaulA||||||||4|9|9|26|p|A|SaulA||||||||4|9|13|5|p|A|PhilistineA||||||||4|9|13|11|p|A|PhilistineA||||||||4|9|17|2|p|A|IsraeliteA||||||||4|9|17|4|p|A|armyA||||||||4|9|17|8|p|A|soldierA||||||||4|9|17|20|p|A|soldierA||||||||4|9|17|21|p|A|armyA||||||||4|9|17|22|p|A|armyA||||||||4|9|23|8|p|A|soldierA||||||||4|9|25|13|p|A|manA||||||||4|9|25|18|p|A|AbigailA||||||||4|9|28|1|p|A|PhilistineA||||||||4|9|29|1|p|A|PhilistineA||||||||4|10|5|8|p|A|DavidA||||||||4|10|10|7|p|A|AmmoniteA||||||||4|10|10|17|p|A|soldierA||||||||4|10|23|9|p|A|PhilistineA||||||||4|10|23|11|p|A|PhilistineA||||||||4|17|9|2|p|A|JewA||||||||4|27|9|14|p|A|LordA||||||||4|27|11|10|p|A|sonA||||||||4|34|2|1|p|A|personA||||||||4|42|12|47|p|N|slaveA||||||||4|42|17|8|p|A|slaveA||||||||4|49|6|11|p|A|personA||||||||,1,,0,33,,1
377978,prepare,,14,,,0,to prepare something other than food,,,,AB____g__,"4,2,23,20|(NPA|Yahweh|)|(VP|prepare|)|(NPP|place|)|(NPB|Israelite|)|~Yahweh prepared a place for the Israelites.4,41,1,1|(NPA|John|)|(VP|prepare|)|(NPP|person|)|~John prepared the people so that ...",4|2|23|20|p|A|YahwehA|placeA|||||IsraeliteA||4|10|19|26|p|A|ZibaA|donkeyA|||||MephiboshethA||4|40|3|1|p|A|JohnA|pathA|||||JesusA||4|40|3|3|p|A|personA|pathA|||||LordA||4|41|1|1|p|A|JohnA|personA|||||||4|41|1|2|p|A|personA|pathA|||||||4|41|1|3|p|A|personA|pathA|||||LordA||4|41|1|3|p|A|personA|lifeA|||||||4|41|3|9|p|A|discipleA|boatA|||||JesusA||4|41|10|40|P|A|GodA|seatA|||||personA||4|41|14|14|P|A|personA|roomA|||||JesusA||4|41|14|14|P|A|personA|roomA|||||JesusA||4|41|15|42|p|A|JewA|thingA|||||||4|57|1|22|p|A|PhilemonA|roomA|||||||,1,,0,,,0
377980,press,,3,,,0,to press against something (The people pressed against Jesus.),,,,AB_______,"4,41,5,24|(NPA|person|)|(VP|press|)|(NPP|Jesus|)|~The people pressed against Jesus.",4|41|3|9|p|N|personA|JesusA|||||||4|41|5|24|p|A|personA|JesusA|||||||4|41|5|31|p|A|crowdA|JesusA|||||||,1,,0,,,0
377982,prevent,,53,,,0,to stop something from happening,,,,A______H_,"4,27,8,11|(NPA|horn|)|(VP|prevent|)|[P|(NPA|person|)|(VP|give|)|(NPP|sacrifice|)|(NPd|God|)|]|~The horn prevented people from giving sacrifices to God.",6|8|1|55|p|A|JohnA|||||||[read-A]|4|1|3|22|p|A|GodA|||||||[eat-A]|4|1|3|24|p|A|angelA|||||||[return-A]|4|1|20|6|p|A|GodA|||||||[sin-A]|4|1|20|18|p|A|YahwehA|||||||[become-A]|4|1|21|25|p|A|servantA|||||||[use-A]|4|1|21|26|p|A|servantA|||||||[use-A]|4|1|23|6|p|A|personA|||||||[bury-A]|4|1|30|2|p|A|GodA|||||||[birth-A]|4|1|45|1|p|A|JosephA|||||||[cry-A]|4|2|5|5|p|A|MosesA|||||||[work-A]|4|2|8|29|p|N|kingA|||||||[leave-A]|4|2|14|20|p|A|cloudA|||||||[go-A]|4|9|14|6|p|A|personA|||||||[save-A]|4|9|25|26|p|A|YahwehA|||||||[kill-A]|4|9|25|33|p|A|AbigailA|||||||[kill-A]|4|9|25|34|p|A|YahwehA|||||||[hurt-A]|4|9|25|39|p|A|YahwehA|||||||[kill-A]|4|10|5|6|p|A|personA|||||||[enter-A]|4|10|5|6|p|A|personA|||||||[enter-A]|4|16|4|1|p|A|personA|||||||[build-A]|4|16|4|11|p|A|enemyA|||||||[repair-A]|4|27|8|11|p|A|hornA|||||||[give-A]|4|27|10|13|p|A|princeA|||||||[come-A]|4|27|11|18|p|A|captainA|||||||[insult-A]|4|32|4|2|p|A|JonahA|||||||[forgive-A]|4|41|9|39|p|N|followerA|||||||[do-A]|4|41|10|14|p|N|followerA|||||||[come-A]|4|42|11|52|p|A|personA|||||||[go-A]|4|42|12|39|p|A|personA|||||||[enter-A]|4|42|14|35|p|A|saltA|||||||[grow-A]|4|42|18|16|p|N|personA|||||||[come-A]|4|42|22|42|p|A|FatherA|||||||[suffer-A]|4|42|22|42|p|A|FatherA|||||||[suffer-A]|4|42|22|63|p|A|manA|||||||[escape-A]|4|42|22|66|p|A|manA|||||||[escape-A]|4|42|24|16|p|A|GodA|||||||[recognize-A]|4|49|6|16|p|A|soldierA|||||||[hurt-A]|4|49|6|16|p|A|personA|||||||[do-A]|4|49|6|17|p|A|hatA|||||||[die-A]|4|50|2|27|p|A|GodA|||||||[become-A]|4|52|2|16|p|A|JewA|||||||[speak-A]|4|52|2|18|p|A|SatanA|||||||[visit-A]|4|53|2|7|p|A|personA|||||||[appear-A]|4|53|3|11|p|A|personA|||||||[work-A]|7|1|1|6|p|A|thingA|||||||[open-D]|7|1|1|7|p|A|pusA|||||||[open-D]|7|2|2|15|p|A|medicineA|||||||[catch-D]|7|3|1|7|p|A|personA|||||||[spread-A]|7|3|3|8|p|A|personA|||||||[spread-A]|7|3|5|1|p|A|personA|||||||[spread-A]|7|3|5|2|p|A|personA|||||||[kill-A]|7|3|5|9|p|A|personA|||||||[spread-A]|,1,,0,32,,1
377984,proclaim,,3,,,0,"complex - to proclaim with a direct quote (The king proclaimed, ""..."")",,,,A______H_,"4,27,3,4|(NPA|official|)|(VP|proclaim|)|[P|]|~The official proclaimed, ""...""",4|16|6|7|p|A|personA|||||||[be-E]|4|16|8|15|p|A|personA||||personA|||[go-A]|4|27|3|4|p|A|officialA|||||||[command-A]|,2,,0,,,0
377986,produce,,4,,,0,to produce children,,,,AB____g__,"4,8,4,5|(NPA|man|)|(VP|produce|)|(NPP|child|)|(NPB|Elimelech|)|~The man produced children for Elimelech.4,1,1,22|(NPA|animal|)|(VP|produce|)|(NPP|child|)|~The animals produced children.",4|1|1|22|p|A|animalA|babyC|||||||4|1|1|28|p|A|personA|childA|||||||4|1|9|1|p|A|NoahA|childA|||||||4|1|9|7|p|A|NoahA|childA|||||||,1,,0,9,,1
377988,promise,,4,,,0,to promise to do something (direct speech),,,,AB___f_H_,"4,6,14,9|(NPA|Moses|)|(VP|promise|)|(NPP|Caleb|)|[P|]|~Moses promised Caleb, ""...""4,9,28,10|(NPA|Saul|)|(VP|promise|)|(NPP|woman|)|(NPI|name|(NPN|-Generic Genitive|Yahweh|)|)|[P|]|~Saul promised that woman in the LORD's name, "" ... """,4|1|24|7|p|A|YahwehA|AbrahamA||||||[give-A]|4|6|14|9|p|A|MosesA|CalebA||||||[receive/Ainherit-A]|4|9|3|14|p|A|YahwehA|EliA||||||[forgive-A]|4|41|6|23|p|A|HerodA|girlA||||||[give-A]|,1,,0,,,0
377990,protect,,120,,,0,to protect someone from something (John protected Mary from the alligator.),,,,AB_d_fg__,"4,27,2,18|(NPA|God|)|(VP|protect|)|(NPP|Daniel|)|~God protected Daniel.4,27,6,20|(NPA|God|)|(VP|protect|)|(NPP|Daniel|)|(NPs|lion|)|~God protected Daniel from the lions.4,8,2,12|(NPA|bird|)|(VP|protect|)|(NPP|baby|)|(NPI|wing|(NPN|-Body Part|bird|)|)|~The bird protected the babies with its wings.4,10,18,12|(NPA|Joab|)|(VP|protect|)|(NPP|man|)|(NPB|David|)|~Joab protected those men for David.",4|1|15|1|p|A|YahwehA|AbramA|||||||4|1|19|8|p|A|LotA|manA|||||||4|1|28|15|p|A|YahwehA|JacobA|||||||4|1|28|20|p|A|GodA|JacobA|||||||4|1|29|7|p|A|shepherdA|sheepA|||||||4|1|32|11|p|A|GodA|JacobA||brotherA|||||4|1|42|9|P|N|soldierA|placeA|||||||4|1|42|12|P|N|soldierA|placeA|||||||4|1|48|16|p|A|angelA|IsraelB|||||||4|1|49|24|p|A|GodA|JosephA|||||||4|1|49|24|p|A|shepherdA|sheepA|||||||4|1|49|24|p|A|stoneA|personA|||||||4|2|14|13|p|A|YahwehA|IsraeliteA||EgyptianA|||||4|2|15|2|p|A|YahwehA|MosesA|||||||4|2|16|34|p|A|IsraeliteA|jarA|||||||4|2|23|20|p|A|GodA|IsraeliteA|||||||4|2|23|20|p|A|angelA|IsraeliteA|||||||4|6|8|17|p|A|manA|cityA|||||||4|6|14|12|p|A|soldierA|cityA|||||||4|6|19|29|p|A|soldierA|cityA|||||||4|6|20|1|p|A|IsraeliteA|personA|||||||4|6|20|3|p|A|personA|manA||personA|||||4|6|20|5|p|A|leaderA|manA||friendA|||||4|6|24|17|p|A|YahwehA|IsraeliteA|||||||4|7|2|16|p|A|leaderA|IsraeliteA||soldierA|||||4|7|6|31|p|A|manA|BaalA|||||||4|7|6|31|p|A|manA|BaalA|||||||4|7|6|31|p|A|BaalA|BaalA|||||||4|7|18|28|p|A|soldierA|personA|||||||4|8|2|12|p|A|wingA|birdA|||||||4|8|2|20|p|A|personA|landA|||||||4|8|3|9|p|A|BoazA|familyA|||||||4|8|3|12|p|A|BoazA|familyA|||||||4|8|3|13|p|A|manA|propertyA|||||||4|8|4|5|p|A|manA|nameA|||||||4|8|4|10|p|A|BoazA|nameA|||||||4|8|4|14|p|A|personA|familyA|||||||4|9|2|9|p|A|YahwehA|personA|||||||4|9|4|3|p|A|YahwehA|IsraeliteA||enemyA|||||4|9|4|8|p|A|personA|PhilistineA||godA|||||4|9|12|14|p|A|YahwehA|IsraeliteA|||||||4|9|14|16|p|A|soldierA|SaulA|||||||4|9|17|34|p|A|DavidA|sheepA|||||||4|9|17|34|p|A|DavidA|sheepA|||||||4|9|22|14|p|A|soldierA|SaulA|||||||4|9|22|23|p|A|DavidA|AbiatharA|||||||4|9|24|15|p|A|YahwehA|DavidA||SaulA|||||4|9|25|16|p|A|manA|servantA|||||||4|9|25|21|p|A|DavidA|sheepA|||||||4|9|25|29|p|A|YahwehA|DavidA|||||||4|9|26|16|p|N|AbnerA|SaulA|||||||4|9|26|24|p|A|YahwehA|DavidA||personA|||||4|9|30|23|p|A|YahwehA|DavidA|||||||4|10|11|16|p|A|soldierA|cityA|||||||4|10|13|34|p|A|guardA|cityA|||||||4|10|14|16|p|A|kingA|womanA||manA|||||4|10|14|17|p|A|wordA|womanA||manA|||||4|10|17|8|p|A|bearA|childA|||||||4|10|18|12|p|A|JoabA|manA|||||DavidA||4|10|18|13|p|N|JoabA|soldierA|||||||4|10|20|3|p|A|soldierA|slaveA|||||||4|10|21|7|p|A|kingA|sonA|||||||4|10|21|7|p|A|DavidA|MephiboshethA|||||||4|10|21|10|p|A|RizpahA|bodyA|||||||4|10|21|11|p|A|RizpahA|bodyA||animalA|||||4|10|22|2|p|A|YahwehA|DavidA|||||||4|10|22|3|p|A|GodA|DavidA|||||||4|10|22|3|p|A|GodA|DavidA|||||||4|10|22|31|p|A|YahwehA|personA|||||||4|10|22|33|p|A|GodA|DavidA|||||||4|10|22|36|p|A|YahwehA|DavidA||||shieldA|||4|10|23|12|p|A|ShammahA|fieldA|||||||4|10|23|23|p|A|soldierA|DavidA|||||||4|16|2|7|p|A|rulerA|NehemiahA|||||||4|16|4|9|p|A|GodA|NehemiahA|||||||4|16|4|13|p|A|manA|familyA|||||||4|16|6|6|p|A|NehemiahA|NehemiahA||kingA|||||4|16|7|2|p|A|soldierA|cityA|||||||4|17|4|16|p|A|GodA|EstherA|||||||4|17|8|8|p|A|lawA|JewA|||||||4|17|8|11|p|A|JewA|JewA|||||||4|17|8|13|p|A|JewA|JewA||enemyA|||||4|17|9|16|p|A|JewA|JewA|||||||4|17|9|25|p|A|JewA|JewA|||||||4|17|10|3|p|A|MordecaiA|JewA|||||||4|27|2|18|p|A|GodA|DanielA|||||||4|27|6|27|p|A|GodA|personA|||||||4|27|6|27|p|A|GodA|DanielA||lionA|||||4|27|11|1|p|A|LordA|MichaelA|||||||4|27|11|38|p|A|godA|cityA|||||||4|27|12|1|p|A|angelA|personA|||||||4|32|4|6|p|A|shadowA|JonahA||lightA|||||4|34|1|7|p|A|YahwehA|personA|||||||4|34|2|5|p|A|soldierA|soldierA|||||||4|34|3|8|p|A|waterA|ThebesA|||||||4|34|3|8|p|A|wallA|houseA|||||||4|34|3|9|p|A|countryA|ThebesA|||||||4|40|4|6|p|A|servantA|JesusA|||||||4|41|6|20|p|A|HerodA|JohnA|||||||4|42|1|71|p|A|GodA|personA||enemyA|||||4|42|1|71|p|A|GodA|personA||personA|||||4|42|1|72|p|A|GodA|ancestorA|||||||4|42|2|8|p|A|manA|sheepA|||||||4|42|4|10|p|A|angelA|JesusA|||||||4|42|11|21|p|A|manA|manA|||||||4|42|19|43|p|A|wallA|enemyA|||||||4|42|21|34|p|A|discipleA|heartA|||||||4|49|6|14|p|A|GodA|personA|||||||4|49|6|14|p|A|metalA|soldierA|||||||4|50|4|7|p|A|peaceA|heartA|||||||4|52|1|10|p|A|JesusA|PaulA||thingA|||||4|52|5|8|p|A|GodA|PaulA|||||||4|52|5|8|p|A|metalA|soldierA|||||||4|52|5|8|p|A|GodA|PaulA||thingB|||||4|52|5|8|p|A|hatA|soldierA||deathA|||||4|53|3|2|p|A|GodA|PaulA||personA|||||4|53|3|3|p|A|LordA|personA||SatanA|||||7|2|1|12|p|A|GodA|motherA|||||||7|3|1|7|p|A|personA|villageA||diseaseA|||||7|3|5|1|p|A|personA|chickenA||diseaseA|||||,1,,0,24,,1
377992,prove,,30,,,0,to prove to someone that something is true,,,,A___e__H_,"4,27,6,4|(NPA|man|)|(VP|prove|)|[P|(NPA|Daniel|)|(VP|do|)|(NPP|thing|)|]|~The men proved that Daniel did bad things.4,1,20,16|(NPA|Abimelech|)|(VP|prove|)|(NPd|person|)|[P|(NPA|Sarah|)|(VP|be|)|(APP|innocent|)|]|~Abimelech proved to the people that Sarah is innocent.",4|1|17|11|p|A|AbrahamA|||||||[keep-B]|4|1|20|16|p|A|AbimelechA||||personA|||[be-D]|4|1|42|15|p|A|brotherA|||||||[lie-A]|4|1|44|16|p|A|brotherA|||||||[be-D]|4|1|44|16|p|A|brotherA|||||||[be-D]|4|2|3|12|p|A|GodA||||MosesA|||[send-A]|4|2|4|1|p|A|GodA|||||||[be-I]|4|6|2|13|p|A|manA||||RahabA|||[save-A]|4|7|6|17|p|A|YahwehA|||||||[be-B]|4|9|2|34|p|A|YahwehA||||EliA|||[do-A]|4|9|10|1|p|A|YahwehA||||SaulA|||[choose-B]|4|9|24|10|p|A|DavidA||||SaulA|||[want-B]|4|9|24|15|p|A|YahwehA|||||||[treat-A]|4|9|24|18|p|A|DavidA||||SaulA|||[treat-A]|4|10|14|13|p|A|DavidA|||||||[be-D]|4|16|7|61|p|A|manA|||||||[be-M]|4|27|4|30|p|A|cityA|||||||[be-L]|4|41|8|11|p|A|JesusA|||||||[come-A]|4|41|14|55|p|A|priestA|||||||[break-C]|4|41|14|55|p|A|leaderA|||||||[break-C]|4|42|12|11|p|A|discipleA|||||||[do-A]|4|42|21|15|p|A|enemyA|||||||[do-A]|4|42|21|15|p|A|enemyA|||||||[say-B]|4|44|1|3|p|A|JesusA||||discipleA|||[be-D]|4|49|1|14|p|A|GodA|||||||[be-M]|4|50|2|22|p|A|TimothyA|||||||[be-D]|4|53|1|5|p|A|thingB|||||||[be-D]|4|56|1|13|p|A|TitusA||||personA|||[be-D]|4|56|1|16|p|A|thingB|||||||[know-A]|4|56|3|11|p|A|thingB|||||||[be-D]|,1,,0,3,,1
377994,pull,,7,,,0,"an animal pulls a plow, wagon or chariot",,,,AB__e____,"4,34,2,4|(NPA|horse|)|(VP|pull|)|(NPP|chariot|)|(NPN|through|street|)|~The horses pulled the chariots through the streets.4,34,3,2|(NPA|horse|)|(VP|pull|)|(NPP|chariot|)|(NPd|Nineveh|)|~The horses are pulling the chariots to Nineveh.",4|1|38|29|p|A|babyA|handA|||||||4|9|6|8|p|A|cowA|wagonA|||||||4|9|6|14|p|A|cowA|wagonA|||fieldA||||4|10|17|13|p|A|HushaiA|cityA|||||||4|34|2|4|p|A|horseA|chariotA|||||||4|34|2|4|p|A|horseA|chariotA|||||||4|34|3|2|p|A|horseA|chariotA|||NinevehA||||,1,,0,17,,1
377996,pull,,5,,,0,to pull something with your arm,,,,AB_de____,"4,1,19,10|(NPA|angel|)|(VP|pull|)|(NPP|Lot|)|(NPd|into|house|)|~The angel pulled Lot into the house.4,7,16,14|(NPA|Samson|)|(VP|pull|)|(NPP|hair|(NPN|-Body Part|Samson|)|)|(NPs|machine|)|~Samson pulled his hair from the machine.",4|1|19|10|p|A|manA|LotA|||houseA||||4|7|16|14|p|A|SamsonA|hairA||machineA|||||4|9|2|14|p|A|servantA|forkA||potA|||||4|10|20|8|p|A|JoabA|knifeA||beltA|||||4|10|22|35|p|A|armA|bowA|||||||,1,,0,,,0
377998,pull-out,,12,,,0,to pull something out of something else,,,,AB_d__g__,"4,27,7,8|(NPA|horn|)|(VP|pull-out|)|(NPP|horn|)|~One horn pulled out another horn.4,27,4,15|(NPA|angel|)|(VP|pull-out|)|(NPP|root|(NPN|-Generic|tree|)|)|(NPs|ground|)|~The angel pulled the roots of the tree out from the ground.4,8,2,16|(NPA|man|)|(VP|pull-out|)|(NPP|plant/Astalk|)|(NPs|grain/Abarley|)|(NPB|Ruth|)|~The men pulled out the plants from the grain for Ruth.",4|1|37|28|p|A|brotherA|JosephA||wellA|||||4|2|2|10|p|A|daughterA|boyA||river-NileA|||||4|2|2|10|p|A|||||||||4|2|25|15|p|N|MosesA|poleA||ringA|||||4|7|3|22|p|N|EhudA|swordA||stomachA|||||4|8|2|16|p|A|manA|plantA||grainA|||RuthA||4|10|22|17|p|A|YahwehA|DavidA||waterA|||||4|27|7|8|P|A|hornA|hornA|||||||4|27|7|20|P|A|hornA|hornA|||||||4|40|5|29|p|A|personA|eyeA|||||||4|41|14|47|p|A|manA|swordA|||||||4|42|14|5|p|E|PhariseeA|sonA||holeA|||||,1,,0,22,,1
378000,punish,,0,,,0,to punish a child for disobeying,,,,,,,1,,0,24,,1
