ID,Mappings,Expansion Rule,Expansion Rule BreakPoint,Collocation Correction Rule,Comment,Comment Fonts,Expansion Rule Status
550,323,,0,,,,11100
797,484,,0,,,,0
289,"246,176",,0,,,,11100
25,15,,0,,,,0
94,44,,0,,,,0
89,42,,0,,,,0
88,42,,0,,,,0
743,453,,0,,,,0
255,,,0,,,,0
233,133,,0,,,,11100
745,453,,0,,,,0
747,454,,0,,,,0
343,206,,0,,,,11100
658,395,,0,,,,11100
339,205,,0,,,,0
344,207,,0,,,,0
988,430,,0,,,,0
1002,438,,0,,,,0
1018,,,0,,,,0
1040,,,,,,,
1048,,,,,,,
1056,,,,,,,
1064,,,,,,,
1072,,,,,,,
1080,,,,,,,
1088,,,,,,,
1096,,,,,,,
1105,,,,,,,
1113,,,,,,,
1121,,,,,,,
1129,,,,,,,
1137,,,,,,,
1145,,,,,,,
1153,,,,,,,
1161,,,,,,,
1169,,,,,,,
1177,,,,,,,
1185,,,,,,,
1193,,,,,,,
1201,,,,,,,
1209,,,,,,,
1217,,,,,,,
1225,,,,,,,
1233,,,,,,,
1241,,,,,,,
1249,,,,,,,
1256,,,,,,,
1264,,,,,,,
1272,,,,,,,
1280,,,,,,,
1288,,,,,,,
1296,,,,,,,
1304,,,,,,,
1312,,,,,,,
1320,,,,,,,
1328,,,,,,,
1336,,,,,,,
1344,,,,,,,
1352,,,,,,,
1360,,,,,,,
1368,,,,,,,
1376,,,,,,,
1384,,,,,,,
1392,,,,,,,
1400,,,,,,,
1424,,,,,,,
1432,,,,,,,
1440,,,,,,,
1448,,,,,,,
1456,,,,,,,
1464,,,,,,,
1472,,,,,,,
1480,,,,,,,
1506,,,,,,,
1514,,,,,,,
1522,,,,,,,
1530,,,,,,,
1538,,,,,,,
1546,,,,,,,
1554,,,,,,,
1562,,,,,,,
1570,,,,,,,
1578,,,,,,,
1586,,,,,,,
1594,,,,,,,
1602,,,,,,,
1610,,,,,,,
1618,,,,,,,
1627,,,,,,,
1635,,,,,,,
1643,,,,,,,
1651,,,,,,,
1659,,,,,,,
1667,,,,,,,
1675,,,,,,,
1683,,,,,,,
1691,,,,,,,
1699,,,,,,,
1707,,,,,,,
1715,,,,,,,
1723,,,,,,,
1731,,,,,,,
1739,,,,,,,
1747,,,,,,,
1755,,,,,,,
1763,,,,,,,
1771,,,,,,,
93,43,,0,,,,11100
435,254,,0,,,,0
678,412,,0,,,,0
74,31,,0,,,,0
75,31,,0,,,,0
77,35,,0,,,,11100
333,199,,0,,,,0
713,435,,0,,,,0
738,448,,0,,,,11100
688,415,,0,,,,0
287,174,,0,,,,11100
294,178,,0,,,,
1778,,,,,,,
1786,,,,,,,
1794,,,,,,,
1802,,,,,,,
1810,,,,,,,
1818,,,,,,,
1826,,,,,,,
1834,,,,,,,
1842,,,,,,,
1850,,,,,,,
1858,,,,,,,
1866,,,,,,,
1874,,,,,,,
1882,,,,,,,
1890,,,,,,,
1898,,,,,,,
1906,,,,,,,
1914,,,,,,,
1922,,,,,,,
1954,,,,,,,
1962,,,,,,,
1970,,,,,,,
1978,,,,,,,
1986,,,,,,,
1994,,,,,,,
2002,,,,,,,
2010,,,,,,,
2018,,,,,,,
2026,,,,,,,
2034,,,,,,,
2042,,,,,,,
2050,,,,,,,
763,462,,0,,,,0
539,316,,0,,,,0
772,468,,0,||rooster-A|||||||||391||chicken-A|||||||||391||sheep-A|||||||||595||lion-A|||||||||547||dog-A|||||||||562||cow-A|||||||||590,  ,,0
780,471,,0,,,,11100
338,,,0,,,,0
524,308,,0,|||fire-A||||||||3,  ,,0
638,378,,0,,,,0
132,69,,0,,,,0
230,133,,0,,,,11100
437,255,,0,,,,0
641,380,,0,,,,0
867,533,,0,,,,11100
134,70,,0,,,,0
269,159,,0,,,,0
443,261,,0,,,,11100
664,399,,0,,,,11100
836,518,,0,,,,11100
841,522,,0,|||blood-A||chicken-A||||||399|||blood-A||arm-A||||||399|||water-A||well-A||||||399,  ,,0
485,284,,0,,,,0
740,450,,0,,,,11100
414,243,,0,,,,0
849,525,,0,,,,0
856,529,,0,,  ,,0
949,,,0,,,,0
632,374,,0,,,,0
820,503,,0,,,,0
427,249,,0,,,,11000
606,360,,0,,,,0
692,419,,0,,,,0
530,311,,0,,,,11100
490,286,,0,,,,
174,89,,0,,,,0
442,260,,0,,,,11100
869,535,,0,,,,11100
872,537,,0,,,,0
284,171,,0,,,,11100
203,111,,0,,,,11100
206,113,,0,,,,11100
285,172,,0,,,,0
488,286,,0,,,,0
220,123,,0,,,,11100
286,173,,0,,,,0
412,243,,0,,,,0
853,528,,0,,,,0
221,124,,0,,,,11100
541,318,,0,,,,0
554,326,,0,,,,0
951,580,,0,,,,0
423,247,,0,,,,
603,358,,0,,,,11100
615,366,,0,,,,0
635,375,,0,,,,11100
798,484,,0,,,,0
926,567,,0,,,,0
702,425,,0,,,,0
930,570,,0,,,,0
965,592,,0,,,,0
739,449,,0,,,,11100
898,551,,0,,,,0
937,565,,0,,,,11100
970,596,,0,,,,11100
