ID,Reference,Verse,Notes,NoteFonts,Residue
172,Theta Grids 1:172,John slept with Mary.,,,
173,Theta Grids 1:173,John shared the fruit with Mary.,,,
174,Theta Grids 1:174,"John shouted to Mary, “Run from the lion.”~!~(NP John ) (VP shout+ed[Past_Tense] ) (NP to Mary ) [ ,_“ (NP ) (VP run ) (NP from the[Pre-Nominal] lion ) ” ] . ",,,
175,Theta Grids 1:175,John showed the book to Mary.,,,
176,Theta Grids 1:176,John showed Mary that Peter wrote a book.,,,
177,Theta Grids 1:177,Mary showed John how to cook meat.,,,
178,Theta Grids 1:178,Mary sang a song for John.,,,
179,Theta Grids 1:179,Mary smells like a flower.,,,
180,Theta Grids 1:180,John spoke to Mary about the book from his house using Aramaic.,,,
181,Theta Grids 1:181,John stared at Mary.,,,
182,Theta Grids 1:182,John stole a book from Mary.,,,
183,Theta Grids 1:183,John stood in front of the people.,,,
184,Theta Grids 1:184,John stayed in his house with Mary.,,,
185,Theta Grids 1:185,Mary suggested to John that he read a book.,,,
186,Theta Grids 1:186,People surrounded Mary.,,,
187,Theta Grids 1:187,John swore to Mary that he'll read a book.,,,
188,Theta Grids 1:188,John took the book from his house to Mary's house.,,,
189,Theta Grids 1:189,John took Mary from his house to the lake.,,,
190,Theta Grids 1:190,John took a pig to town.,,,
191,Theta Grids 1:191,Mary took the book away from John.,,,
192,Theta Grids 1:192,Mary talked to John about the book.,,,
193,Theta Grids 1:193,Mary taught John how to cook meat.,,,
194,Theta Grids 1:194,Mary taught John about the book.,,,
195,Theta Grids 1:195,Mary told John that Peter read a book.,,,
196,Theta Grids 1:196,Mary told a story to John.,,,
197,Theta Grids 1:197,Mary told John about the book.,,,
198,Theta Grids 1:198,The king tested the men.,,,
199,Theta Grids 1:199,John thought about Mary.,,,
201,Theta Grids 1:201,John threw a stone at the dog.,,,
202,Theta Grids 1:202,The soldiers threw the man into a cave.,,,
203,Theta Grids 1:203,John threw the plate to the ground.,,,
204,Theta Grids 1:204,The soldiers tied John with ropes.,,,
205,Theta Grids 1:205,John is tied with ropes.,,,
206,Theta Grids 1:206,Mary touched the chicken.,,,
207,Theta Grids 1:207,John traded a book for a chicken with Mary.,,,
208,Theta Grids 1:208,John traveled from Jerusalem to Jericho.,,,
209,Theta Grids 1:209,John tripped on the root of the tree.,,,
210,Theta Grids 1:210,John trusts Mary.,,,
211,Theta Grids 1:211,Mary understood the book.,,,
212,Theta Grids 1:212,John visited Mary.,,,
213,Theta Grids 1:213,Mary waited for John to start reading a book.,,,
214,Theta Grids 1:214,Mary waited for John.,,,
215,Theta Grids 1:215,Mary washed her hands with water.,,,
216,Theta Grids 1:216,John woke Mary up.,,,
217,Theta Grids 1:217,John walked away from Mary.,,,
218,Theta Grids 1:218,John walked down the mountain.,,,
219,Theta Grids 1:219,John walked up the mountain.,,,
220,Theta Grids 1:220,John washed the plates with soap.,,,
221,Theta Grids 1:221,John washed his clothes with soap.,,,
222,Theta Grids 1:222,John watched Mary read a book.,,,
223,Theta Grids 1:223,John watched Mary.,,,
224,Theta Grids 1:224,John wore a coat.,,,
225,Theta Grids 1:225,Mary wished that John would read a book.,,,
226,Theta Grids 1:226,John witnessed Mary reading a book.,,,
227,Theta Grids 1:227,John worked for the king.,,,
228,Theta Grids 1:228,Mary worried about the problem.,,,
229,Theta Grids 1:229,Mary wrapped the baby with cloths.,,,
230,Theta Grids 1:230,John wrote a letter to Mary in Aramaic.,,,
231,Theta Grids 1:231,"John wrote, “Mary read this book.”~!~(NP John ) (VP wrote ) [ ,_“ (NP Mary ) (VP read ) (NP this[Pre-Nominal] book ) ” ] . ",,,
232,Theta Grids 1:232,John wrote about Mary.,,,
233,Theta Grids 1:233,John wrote that Peter loved Mary.,,,
234,Theta Grids 1:234,John approved of all of the things that Mary did.~!~(NP John ) (VP approv+ed[Past_Tense] ) (NP of (AdjP all of ) the[Article] thing+s[Plural] [ that[Relativizer] (NP Mary ) (VP did ) (NP ) ] ) . ,,,
235,Theta Grids 1:235,It started raining.,,,
236,Theta Grids 1:236,The people believed in Jesus.,,,
237,Theta Grids 1:237,The wind blew from the north.,,,
238,Theta Grids 1:238,John broke the window.,,,
239,Theta Grids 1:239,John cared for Mary's house while she was sick.,,,
240,Theta Grids 1:240,The people called the baby ‘John’.~!~(NP the[Pre-Nominal] people ) (VP call+ed[Past_Tense] ) (NP the[Pre-Nominal] baby ) (NP ‘ John ’ ) . ,,,
241,Theta Grids 1:241,John carried the chicken to town in a basket.,,,
242,Theta Grids 1:242,John cleaned Mary's house.,,,
243,Theta Grids 1:243,John divided the bread into many pieces.,,,
244,Theta Grids 1:244,John kept the book that Mary gave to him.,,,
245,Theta Grids 1:245,John knocked on the door.,,,
246,Theta Grids 1:246,That road leads to Babylon.,,,
247,Theta Grids 1:247,Mary likes it when John washes the plates.,,,
248,Theta Grids 1:248,The water mixed with the blood.,,,
249,Theta Grids 1:249,John opened the door for Mary.,,,
250,Theta Grids 1:250,John pulled the boat out of the water.,,,
251,Theta Grids 1:251,John received a book from Mary.,,,
252,Theta Grids 1:252,Smoke rose from the city.,,,
253,Theta Grids 1:253,John seems to be healthy.,,,
254,Theta Grids 1:254,John separated the chickens from the roosters.,,,
255,Theta Grids 1:255,John stored grain for his cows in a room.,,,
256,Theta Grids 1:256,The teacher taught a lesson to the students.,,,
257,Theta Grids 1:257,The men threw John out of the house.,,,
258,Theta Grids 1:258,John treated Mary well.,,,
259,Theta Grids 1:259,John wished that Mary would be healthy.,,,
260,Theta Grids 1:260,John worried that Mary might be sick.,,,
261,Theta Grids 1:261,Mary was ashamed of John.,,,
262,Theta Grids 1:262,"While John was riding that horse, he was very careful.",,,
263,Theta Grids 1:263,John's house is far from Mary's house.,,,
264,Theta Grids 1:264,The river is ten meters wide.,,,
265,Theta Grids 1:265,That book is important to Mary.,,,
266,Theta Grids 1:266,Mary was sad about John.,,,
267,Theta Grids 1:267,The leaf fell into the fire.,,,
268,Theta Grids 1:268,John liked Mary.,,,
269,Theta Grids 1:269,Mary felt pity for John.,,,
270,Theta Grids 1:270,John poured water on the stone.,,,
271,Theta Grids 1:271,John chose Mary to teach the students about music.~!~(NP John ) (VP chose ) (NP Mary ) [ (NP ) (VP to[INFL] teach ) (NP the[Article] student+s[Plural] ) (NP about music ) ] . ,,,
272,Theta Grids 1:272,The king and his army attacked that city.,,,
273,Theta Grids 1:273,The cup broke into many pieces.,,,
274,Theta Grids 1:274,John cared about Mary.,,,
275,Theta Grids 1:275,People carry this disease from one place to another place.,,,
276,Theta Grids 1:276,The people celebrated with a feast.,,,
277,Theta Grids 1:277,John changed his mind about Mary.,,,
278,Theta Grids 1:278,John coughed.,,,
279,Theta Grids 1:279,John covered his mouth with his hand.,,,
280,Theta Grids 1:280,John deserves to become the king.,,,
281,Theta Grids 1:281,John had a dream.,,,
282,Theta Grids 1:282,The bear fought the lion.,,,
283,Theta Grids 1:283,John frowned.,,,
284,Theta Grids 1:284,John joined the soldiers who were fighting the enemy.,,,
285,Theta Grids 1:285,John moved from this chair to that chair.,,,
286,Theta Grids 1:286,John plotted against the king.,,,
287,Theta Grids 1:287,John saw that Mary was sick.,,,
288,Theta Grids 1:288,God showed a vision to John.,,,
289,Theta Grids 1:289,The chair touched the wall.,,,
290,Theta Grids 1:290,John weighs 200 pounds.,,,
291,Theta Grids 1:291,John weighed the goat.,,,
292,Theta Grids 1:292,John's hand was dirty.,,,
293,Theta Grids 1:293,John's hand was sore.,,,
294,Theta Grids 1:294,John was quiet.,,,
295,Theta Grids 1:295,,,,
296,Theta Grids 1:296,,,,
297,Theta Grids 1:297,,,,
298,Theta Grids 1:298,,,,
299,Theta Grids 1:299,,,,
300,Theta Grids 1:300,,,,
7,Theta Grids 1:7,"Mary answered, “I read this book.”~!~(NP Mary ) (VP answer+ed[Past_Tense] ) [ ,_“ (NP I ) (VP read ) (NP this[Pre-Nominal] book ) ” ] . ",,,
200,Theta Grids 1:200,"John thought, “I'll read a book.”~!~(NP John ) (VP thought ) [ ,_“ (NP I ) (VP will[Pre-Verbal] read ) (NP a[Pre-Nominal] book ) ” ] . ",,,
2,Theta Grids 1:2,John acted badly to Mary.,  ,,
